moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22784, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
moves=0, moveTime=0, actuateTime=22785, totalTime=22785
